AccountID,CustomerID,AccountTypeID,AccountStatusID,Balance,OpeningDate
200262,10850,4,1,70727.24,2019-09-05 00:00:00.000000
200730,10738,1,1,47523.73,2018-05-28 00:00:00.000000
200855,10812,4,1,24602.31,2019-03-01 00:00:00.000000
200985,10828,1,1,11914.04,2019-07-27 00:00:00.000000
200960,10739,2,1,52107.05,2021-12-30 00:00:00.000000
201479,10519,5,1,43902.35,2020-10-01 00:00:00.000000
200350,10419,4,1,76198.19,2019-05-02 00:00:00.000000
201495,10428,2,1,28566.86,2020-03-04 00:00:00.000000
201248,10923,2,1,13715.4,2021-05-17 00:00:00.000000
201054,10692,5,2,17254.85,2018-12-30 00:00:00.000000
200588,10296,5,1,48270.26,2020-07-02 00:00:00.000000
200124,10661,2,3,46628.24,2021-11-29 00:00:00.000000
201130,10331,4,1,72455.96,2020-02-02 00:00:00.000000
200634,10324,3,1,72073.9,2021-03-25 00:00:00.000000
200595,10991,1,2,38432.58,2021-11-11 00:00:00.000000
200798,10224,5,3,8837.62,2020-02-09 00:00:00.000000
200901,10936,4,1,22947.15,2018-11-04 00:00:00.000000
200088,10024,3,1,26174.79,2019-01-30 00:00:00.000000
201383,10066,2,1,29435.63,2019-04-24 00:00:00.000000
200641,10528,3,1,74153.48,2020-01-12 00:00:00.000000
200931,10340,3,2,14835.88,2018-08-18 00:00:00.000000
201543,10236,5,1,3399.25,2018-06-16 00:00:00.000000
200836,10883,5,1,-233.87,2019-01-19 00:00:00.000000
201028,10145,3,1,6784.78,2018-02-07 00:00:00.000000
201512,10194,2,1,61227.34,2019-08-25 00:00:00.000000
200357,10030,1,1,33379.74,2020-08-15 00:00:00.000000
200374,10745,3,1,82926.12,2018-02-13 00:00:00.000000
201168,11042,1,1,8278.63,2020-08-29 00:00:00.000000
200835,10913,4,3,70736.67,2021-11-22 00:00:00.000000
200672,10736,1,1,33094.26,2020-09-07 00:00:00.000000
201115,10014,1,2,83513.23,2021-06-18 00:00:00.000000
201498,10723,1,1,60251.22,2020-10-24 00:00:00.000000
201377,10592,2,3,4677.54,2020-12-29 00:00:00.000000
201249,10072,4,1,42979.84,2020-04-06 00:00:00.000000
201450,10657,4,1,45858.74,2019-07-04 00:00:00.000000
200978,10619,2,1,47109.88,2020-03-08 00:00:00.000000
201134,10390,1,1,61924.24,2021-07-20 00:00:00.000000
201407,10152,2,1,43249.76,2021-12-19 00:00:00.000000
201475,10718,4,1,80350.86,2018-02-01 00:00:00.000000
201224,10072,3,1,78730.2,2020-08-29 00:00:00.000000
200299,10053,1,1,77758.44,2018-10-12 00:00:00.000000
200559,10568,1,1,69307.18,2021-02-03 00:00:00.000000
200444,10779,1,1,4103.36,2019-02-10 00:00:00.000000
201375,10956,2,1,93655.02,
201370,11081,3,1,45552.93,2022-01-05 00:00:00.000000
201007,10541,3,1,19557.46,2019-07-01 00:00:00.000000
200260,10742,1,2,66974.97,2018-06-07 00:00:00.000000
200171,10729,1,1,19826.46,2020-06-19 00:00:00.000000
200689,10205,1,1,80386.19,2020-08-31 00:00:00.000000
200105,10625,5,2,33473.34,2018-10-29 00:00:00.000000
201201,10760,2,1,16158.07,2018-06-27 00:00:00.000000
200448,11068,4,2,89822.89,2018-10-15 00:00:00.000000
200807,10387,2,3,94042.15,2019-03-10 00:00:00.000000
201521,10895,5,1,19290.69,2019-10-19 00:00:00.000000
200988,10614,5,1,32176.3,2018-09-08 00:00:00.000000
200156,10492,5,1,44226.17,2020-01-24 00:00:00.000000
200027,10691,5,1,37361.45,2020-11-06 00:00:00.000000
200612,10743,2,1,65135.68,2018-09-16 00:00:00.000000
201492,11095,5,2,69060.9,2019-04-15 00:00:00.000000
200947,10906,1,1,12696.33,2021-04-08 00:00:00.000000
200043,10894,4,1,79719.69,2021-07-31 00:00:00.000000
201163,10554,3,1,18417.51,2019-11-28 00:00:00.000000
200801,10377,1,1,66280.88,2019-11-15 00:00:00.000000
200899,10265,3,1,60784.62,2018-12-12 00:00:00.000000
200356,10450,3,2,9782.45,2018-05-25 00:00:00.000000
200233,11062,4,1,52635.31,2018-11-15 00:00:00.000000
200330,10729,1,1,87731.37,2019-10-08 00:00:00.000000
200909,10066,4,1,10768.21,2018-09-24 00:00:00.000000
200021,10929,1,2,75314.83,2018-08-02 00:00:00.000000
200268,10345,2,1,63328.69,2018-01-25 00:00:00.000000
200943,10475,1,1,94132.42,2018-03-25 00:00:00.000000
200243,10698,3,1,28537.58,2018-11-21 00:00:00.000000
200209,10141,5,2,20828.49,2018-11-25 00:00:00.000000
200800,10896,5,1,66997.3,2021-11-07 00:00:00.000000
200228,10997,3,1,10485.76,2019-12-28 00:00:00.000000
201269,10041,5,1,30914.75,2019-11-10 00:00:00.000000
200578,10705,4,2,24570.15,2018-09-03 00:00:00.000000
200498,10800,1,1,15998.84,2018-12-04 00:00:00.000000
201605,10458,1,3,61452.84,2021-01-10 00:00:00.000000
200096,10659,2,2,7371.56,2018-10-18 00:00:00.000000
200824,10075,4,1,33251.84,2019-10-31 00:00:00.000000
201287,10741,5,1,61811.52,2021-08-02 00:00:00.000000
201209,10748,2,1,44989.68,2021-01-25 00:00:00.000000
201502,10718,3,1,68003.49,2019-07-21 00:00:00.000000
200615,10651,1,1,97085.48,2018-08-27 00:00:00.000000
200019,10987,2,1,46697.84,2018-04-14 00:00:00.000000
200363,11017,4,1,61675.17,2021-07-06 00:00:00.000000
201496,10985,5,1,7522.28,2019-05-04 00:00:00.000000
200987,10173,2,1,74953.59,2022-01-26 00:00:00.000000
201627,10297,2,1,63276.07,2021-06-07 00:00:00.000000
200198,10710,4,1,41712.43,2020-08-30 00:00:00.000000
200768,10472,5,2,35557.51,2020-01-09 00:00:00.000000
200239,10608,2,1,90045.38,2020-09-08 00:00:00.000000
201257,10807,3,1,75151.44,2018-05-11 00:00:00.000000
200093,10753,3,1,94367.39,2020-08-13 00:00:00.000000
201256,10443,4,1,54267.69,2019-10-25 00:00:00.000000
200575,10473,3,1,68796.18,2020-03-17 00:00:00.000000
201369,10130,1,1,28474.18,2020-08-22 00:00:00.000000
200778,10543,3,2,56580.01,2021-10-09 00:00:00.000000
201197,10817,5,1,33695.66,2019-05-13 00:00:00.000000
201403,10950,3,2,19307.32,2021-10-04 00:00:00.000000
200942,10448,4,1,20566.29,2018-06-25 00:00:00.000000
201290,10518,4,1,65129.17,2020-04-25 00:00:00.000000
201303,10434,4,1,52486.18,2021-03-20 00:00:00.000000
200683,10887,3,1,77337.56,2018-02-19 00:00:00.000000
201178,10500,4,1,91571.7,2019-09-06 00:00:00.000000
200375,10359,3,1,-484.03,2018-01-22 00:00:00.000000
200602,11032,1,1,37855.48,2020-11-26 00:00:00.000000
200911,10472,4,2,1982.54,2021-03-29 00:00:00.000000
200389,10893,3,2,63269.23,2020-05-13 00:00:00.000000
200858,10895,1,2,51078.34,2020-12-19 00:00:00.000000
200676,10322,3,1,73634.29,2025-11-08 15:01:42.900415
200552,10920,4,1,57401.58,2020-10-13 00:00:00.000000
201507,10305,5,1,66363.63,2019-05-02 00:00:00.000000
200571,10822,2,1,38267.06,2020-08-23 00:00:00.000000
201328,10378,2,1,8886.02,2020-06-07 00:00:00.000000
200649,10515,5,2,70672.09,2021-03-01 00:00:00.000000
201313,10908,3,1,46225.22,2019-12-29 00:00:00.000000
200373,10803,3,1,5341.19,2021-10-02 00:00:00.000000
200915,10991,1,1,64672.06,2019-08-30 00:00:00.000000
201384,10669,2,3,80291.35,2018-09-26 00:00:00.000000
201030,10266,3,1,97583.98,2019-04-17 00:00:00.000000
201242,10514,1,1,97505.74,2018-10-06 00:00:00.000000
201461,10909,3,1,1067.92,2018-09-23 00:00:00.000000
200628,10220,2,2,86449.35,2021-04-25 00:00:00.000000
201044,10599,3,1,31813.08,2018-07-26 00:00:00.000000
201625,10911,3,2,88833.03,2020-10-09 00:00:00.000000
201396,10383,4,1,46889.38,2020-02-22 00:00:00.000000
200751,10739,4,1,11153.1,2020-09-28 00:00:00.000000
201060,10491,4,1,13816.59,2020-01-16 00:00:00.000000
200022,10697,3,1,54626.23,2021-12-13 00:00:00.000000
201315,10821,5,2,98852.39,2020-03-11 00:00:00.000000
200601,11013,2,1,24970.51,2019-03-20 00:00:00.000000
201536,10978,2,1,53964.3,2018-07-02 00:00:00.000000
200499,10779,4,1,41756.99,2019-03-13 00:00:00.000000
200859,11068,1,1,96162.77,2018-05-18 00:00:00.000000
200539,10891,4,1,63989.93,2021-02-08 00:00:00.000000
200879,10491,3,1,81043.65,2018-08-18 00:00:00.000000
200191,10107,2,1,64668.96,2021-04-07 00:00:00.000000
201423,10285,5,1,34139.84,2019-08-29 00:00:00.000000
201100,10349,4,2,7238.29,2020-08-16 00:00:00.000000
200525,10096,4,2,3728.4,2019-05-25 00:00:00.000000
201285,10410,2,1,7142.29,2019-09-20 00:00:00.000000
200226,10426,5,1,41080.03,2021-01-14 00:00:00.000000
200381,10838,4,2,2046.9,2021-01-03 00:00:00.000000
201583,11041,4,1,24816.84,2018-08-11 00:00:00.000000
200424,10522,1,1,88759.77,2021-04-18 00:00:00.000000
201040,10664,5,3,34532.54,2020-11-30 00:00:00.000000
201235,10446,5,1,43432.25,2020-06-04 00:00:00.000000
200001,10106,2,1,45976.72,2021-07-03 00:00:00.000000
200906,10982,5,1,9453.32,2019-12-28 00:00:00.000000
200818,10411,2,1,29665.12,2018-12-28 00:00:00.000000
200630,10716,5,2,27089.05,2020-12-16 00:00:00.000000
200408,10716,3,1,76094.38,2020-08-29 00:00:00.000000
201237,11039,2,1,53106.86,2019-06-04 00:00:00.000000
200776,11083,3,2,40804.47,2020-11-05 00:00:00.000000
200054,10316,5,1,63209.82,2018-04-05 00:00:00.000000
200622,10072,4,1,93463.8,2018-12-25 00:00:00.000000
200658,10187,5,1,86577.85,2018-08-18 00:00:00.000000
200967,10930,1,1,64653.85,2019-08-12 00:00:00.000000
200174,10171,4,3,93803.16,2019-01-24 00:00:00.000000
201406,10906,3,1,11905.54,2018-01-03 00:00:00.000000
200714,10368,5,1,95795.81,2022-01-20 00:00:00.000000
200086,10133,3,1,48388.47,2026-03-20 15:01:42.900415
200810,10209,1,1,50288.56,2021-12-29 00:00:00.000000
201598,10928,1,1,87141.62,2020-12-21 00:00:00.000000
201378,10291,5,1,3388.13,2019-08-12 00:00:00.000000
201125,10719,4,1,31958.06,2018-02-11 00:00:00.000000
201503,10298,2,2,8447.57,2018-05-23 00:00:00.000000
201622,10328,3,1,53194.87,2018-11-30 00:00:00.000000
200745,10326,5,1,67365.33,2020-02-10 00:00:00.000000
200687,10338,4,3,62288.73,
200547,10655,1,1,31878.18,2018-02-17 00:00:00.000000
200748,10764,2,1,30016.82,2020-05-02 00:00:00.000000
200289,10699,4,1,59032.48,2018-11-13 00:00:00.000000
200460,10989,3,1,19062.04,2020-04-05 00:00:00.000000
201571,10738,3,1,75100.88,2020-11-21 00:00:00.000000
200148,10680,2,1,19169.97,2019-01-08 00:00:00.000000
200516,10951,3,1,8374.94,2021-02-25 00:00:00.000000
201043,10829,4,1,98193.39,2025-11-01 15:01:42.900415
201437,10836,1,1,73882.0,2019-09-22 00:00:00.000000
200338,10603,5,1,94115.37,2019-08-22 00:00:00.000000
200807,10387,2,3,94042.15,2019-03-10 00:00:00.000000
201193,10568,2,1,23397.62,2020-01-18 00:00:00.000000
200076,10350,4,3,84752.19,2019-04-02 00:00:00.000000
200765,10484,5,1,87592.18,2020-05-05 00:00:00.000000
200206,10909,4,1,60464.15,2019-04-22 00:00:00.000000
200102,10446,4,1,81059.87,2020-09-10 00:00:00.000000
200302,10053,3,1,66179.18,2019-01-06 00:00:00.000000
200572,10963,3,1,69371.4,2022-02-06 00:00:00.000000
200840,10502,5,1,6781.42,2019-06-18 00:00:00.000000
200248,10636,2,1,56908.2,2021-01-23 00:00:00.000000
200956,10887,3,1,1763.48,2018-12-28 00:00:00.000000
200495,11051,2,1,99576.52,2018-09-03 00:00:00.000000
200267,10895,4,2,16849.22,2020-08-26 00:00:00.000000
200418,10205,5,1,92852.87,2022-01-08 00:00:00.000000
201188,10050,2,1,1832.23,2021-02-24 00:00:00.000000
201589,10272,3,2,87870.96,2019-11-09 00:00:00.000000
201390,10700,5,2,18214.86,2020-05-03 00:00:00.000000
200415,10030,3,1,85956.02,2020-09-26 00:00:00.000000
201033,10190,2,1,21893.19,
200679,10353,2,1,95993.15,2021-02-17 00:00:00.000000
201436,10706,3,1,11204.58,2018-09-24 00:00:00.000000
200422,10670,1,1,56501.8,2021-09-25 00:00:00.000000
201389,10870,1,1,48802.76,2019-10-20 00:00:00.000000
201399,10628,2,2,62704.13,2019-03-01 00:00:00.000000
201604,10637,2,1,31197.66,2019-03-30 00:00:00.000000
201607,10117,3,1,42912.69,2018-02-23 00:00:00.000000
201022,10050,4,1,42042.75,2018-08-19 00:00:00.000000
201063,10833,4,2,6138.42,2019-03-22 00:00:00.000000
201152,10441,4,1,17726.86,2020-01-05 00:00:00.000000
201175,10611,1,1,90209.21,2021-02-02 00:00:00.000000
200586,10819,5,1,80092.14,2021-09-02 00:00:00.000000
201608,10458,1,1,-332.64,2019-12-05 00:00:00.000000
201349,10713,3,1,44268.2,2019-03-29 00:00:00.000000
201262,10938,2,1,43169.25,2018-10-19 00:00:00.000000
200698,10252,1,1,6818.08,2020-05-29 00:00:00.000000
200379,10460,5,1,38941.36,2019-07-29 00:00:00.000000
200309,10800,2,1,88843.0,2020-04-05 00:00:00.000000
200462,10653,5,1,78226.86,2019-05-30 00:00:00.000000
200186,10686,2,1,75229.57,2021-09-13 00:00:00.000000
200432,10010,3,1,28642.89,2021-05-30 00:00:00.000000
201070,10697,1,1,-451.22,2020-07-16 00:00:00.000000
200996,10863,2,1,88081.58,2021-04-18 00:00:00.000000
200632,10821,2,1,34136.27,2019-08-20 00:00:00.000000
200671,10617,3,2,71165.2,2021-02-16 00:00:00.000000
200686,10719,1,1,21832.9,2019-05-05 00:00:00.000000
200962,10466,4,1,93428.62,2020-01-13 00:00:00.000000
200523,10496,2,1,10299.2,2020-08-06 00:00:00.000000
200496,10431,3,1,7310.55,2021-06-26 00:00:00.000000
200715,10476,5,1,90889.92,2018-07-09 00:00:00.000000
201129,10527,3,1,97520.65,2021-07-09 00:00:00.000000
200645,10027,2,1,87257.64,2020-03-18 00:00:00.000000
200075,10390,1,1,85355.69,2019-09-17 00:00:00.000000
200464,10637,3,1,33402.53,2020-08-10 00:00:00.000000
201189,10739,4,1,16636.45,2020-06-13 00:00:00.000000
200182,10539,5,3,54673.13,2021-12-03 00:00:00.000000
200152,11068,5,2,33642.96,2020-07-23 00:00:00.000000
201431,10525,4,1,21044.85,2021-06-05 00:00:00.000000
200849,10956,5,1,97799.03,2021-09-26 00:00:00.000000
201387,10445,4,1,53314.79,2019-04-03 00:00:00.000000
200982,10384,5,1,168.24,
200758,10561,3,1,66408.18,2020-07-25 00:00:00.000000
201079,10818,1,1,43246.95,2020-06-14 00:00:00.000000
200713,11085,5,1,36010.17,2020-08-30 00:00:00.000000
201273,11013,4,1,71894.33,2020-09-26 00:00:00.000000
200699,10639,2,1,45953.62,2022-01-04 00:00:00.000000
200561,10092,1,1,32040.43,2019-01-26 00:00:00.000000
200663,10534,1,1,30305.49,2021-08-12 00:00:00.000000
200166,10498,4,1,6819.43,2021-03-29 00:00:00.000000
200907,10045,1,1,82824.07,2018-08-16 00:00:00.000000
201459,10700,4,1,11158.18,2022-01-11 00:00:00.000000
200176,10857,5,2,98824.99,2022-01-21 00:00:00.000000
201157,10277,5,1,798.95,2021-01-10 00:00:00.000000
200957,10896,4,1,49195.28,2021-08-22 00:00:00.000000
201225,10694,2,2,57861.87,2019-12-30 00:00:00.000000
201195,10545,3,1,79409.9,2018-07-23 00:00:00.000000
200934,10631,5,1,5803.63,2019-08-19 00:00:00.000000
200548,10731,2,1,95485.55,2020-03-12 00:00:00.000000
200688,10785,2,1,31938.31,2018-10-25 00:00:00.000000
201229,10976,2,1,21440.71,2018-05-10 00:00:00.000000
200502,10912,1,2,8471.71,2019-01-07 00:00:00.000000
200873,11081,5,1,33312.88,2019-01-02 00:00:00.000000
201314,10343,1,1,39814.31,2020-12-22 00:00:00.000000
200829,11083,5,1,99367.56,2018-08-03 00:00:00.000000
200620,10780,3,1,97709.97,2021-12-19 00:00:00.000000
200562,10178,3,1,54139.42,2020-06-07 00:00:00.000000
201643,10106,3,3,63417.47,2021-10-23 00:00:00.000000
201158,10971,4,1,89490.97,2025-12-11 15:01:42.900415
201000,10843,2,2,2903.48,2020-08-10 00:00:00.000000
200387,11022,5,1,1484.19,2021-01-02 00:00:00.000000
201266,10526,1,1,9506.54,2019-12-04 00:00:00.000000
200590,10670,2,1,34993.26,2019-07-01 00:00:00.000000
200044,10892,2,2,76966.28,2021-03-05 00:00:00.000000
200684,10025,4,1,11829.41,2018-09-10 00:00:00.000000
200295,11080,1,1,24421.48,2020-05-07 00:00:00.000000
201101,10433,2,1,94618.51,2019-01-13 00:00:00.000000
201485,11002,4,2,40948.29,2018-11-20 00:00:00.000000
200995,10958,4,1,72530.73,2019-03-07 00:00:00.000000
200625,10229,1,1,27438.12,2020-02-11 00:00:00.000000
200231,10593,2,1,8421.29,2019-04-09 00:00:00.000000
200832,10307,1,1,19414.17,2020-05-27 00:00:00.000000
201006,10900,5,1,68744.61,2018-08-21 00:00:00.000000
200103,10289,2,1,2495.42,2021-10-05 00:00:00.000000
200970,10943,5,1,74975.09,2018-11-05 00:00:00.000000
201217,10972,3,1,15058.27,2019-11-21 00:00:00.000000
201169,10609,3,1,66365.39,2019-09-14 00:00:00.000000
201393,10212,1,1,32876.62,2018-02-28 00:00:00.000000
200712,10648,2,1,46654.26,2019-12-10 00:00:00.000000
201270,10357,1,1,63489.87,2022-02-07 00:00:00.000000
200936,10269,5,1,36884.55,2019-09-28 00:00:00.000000
200407,10449,2,1,86226.61,2021-11-05 00:00:00.000000
201253,10568,2,1,78877.32,
200752,10755,1,1,80947.03,2018-06-25 00:00:00.000000
200139,10198,2,1,21643.34,2018-06-17 00:00:00.000000
200346,10756,4,1,70376.51,2018-11-08 00:00:00.000000
200830,10538,5,1,84771.02,2019-08-15 00:00:00.000000
200313,11099,5,1,56305.33,2019-09-03 00:00:00.000000
201090,10259,3,1,82411.23,2021-10-26 00:00:00.000000
200320,10990,3,1,8383.78,2021-09-27 00:00:00.000000
201548,10857,3,2,92484.05,2019-10-18 00:00:00.000000
200232,10760,1,1,55207.57,2018-10-21 00:00:00.000000
200744,10982,5,1,96691.7,2019-12-09 00:00:00.000000
201630,10602,4,1,53513.59,2018-09-30 00:00:00.000000
201421,10635,2,1,84925.81,2020-04-06 00:00:00.000000
200079,10781,3,1,95799.13,2021-01-22 00:00:00.000000
201504,10442,5,3,71478.64,2021-08-19 00:00:00.000000
201146,10758,2,1,89943.75,2020-12-08 00:00:00.000000
201118,10728,4,1,67765.16,2020-04-02 00:00:00.000000
200333,10518,4,1,55863.11,2021-07-22 00:00:00.000000
201096,10393,5,1,60980.9,2019-05-15 00:00:00.000000
200857,10820,1,3,53012.76,2022-01-28 00:00:00.000000
201386,10106,3,1,98621.54,
200736,10575,2,1,11911.62,2018-06-13 00:00:00.000000
200847,10351,2,2,54095.48,2021-01-30 00:00:00.000000
201547,10798,3,1,4214.72,2019-05-17 00:00:00.000000
201121,10449,4,1,27961.66,2020-01-16 00:00:00.000000
200609,10035,5,1,81307.85,2020-08-30 00:00:00.000000
200723,10506,4,1,53411.49,2019-02-05 00:00:00.000000
200544,11051,4,1,29118.69,2020-12-27 00:00:00.000000
201467,11076,5,1,33217.79,2019-07-08 00:00:00.000000
201220,10308,3,1,90588.29,2018-09-11 00:00:00.000000
200554,10177,5,1,12929.14,2021-12-29 00:00:00.000000
201623,10451,4,1,25904.48,2020-01-26 00:00:00.000000
200953,10288,4,2,12654.78,2020-01-25 00:00:00.000000
201588,10535,4,1,49951.87,2020-04-03 00:00:00.000000
201304,10156,4,1,15816.85,2018-09-30 00:00:00.000000
201563,10586,4,1,62435.08,2019-07-14 00:00:00.000000
201628,10596,4,1,10894.96,2020-07-07 00:00:00.000000
200651,10386,3,2,855.61,2020-07-13 00:00:00.000000
200002,10839,5,1,84008.77,2019-11-15 00:00:00.000000
201016,10958,2,1,56614.15,2019-10-23 00:00:00.000000
200654,10306,4,1,29461.6,2018-08-09 00:00:00.000000
201316,10545,4,1,31670.18,2020-01-22 00:00:00.000000
200392,10524,4,2,47720.54,2019-10-07 00:00:00.000000
201483,10990,3,1,39530.42,2019-04-28 00:00:00.000000
200921,10951,4,1,9461.55,2021-02-11 00:00:00.000000
200334,10515,3,1,4940.1,2020-10-05 00:00:00.000000
201190,10702,2,1,20614.63,2019-04-09 00:00:00.000000
200501,10227,4,1,75278.53,2019-04-11 00:00:00.000000
201530,10602,4,1,76520.27,2020-11-10 00:00:00.000000
200341,10241,4,1,48035.81,2018-11-13 00:00:00.000000
200725,10882,1,1,7977.53,2019-03-11 00:00:00.000000
200040,10493,5,1,28525.67,2019-05-29 00:00:00.000000
201531,10478,5,1,22180.71,2021-01-02 00:00:00.000000
201149,10760,3,1,24309.2,
201084,10411,3,2,8545.33,2021-01-02 00:00:00.000000
200945,10412,5,1,62943.1,2018-04-22 00:00:00.000000
200877,10675,2,1,59425.38,2019-07-23 00:00:00.000000
200446,10998,1,1,46783.99,2019-06-13 00:00:00.000000
200532,10632,3,1,81253.09,2018-10-31 00:00:00.000000
200961,10360,3,1,49886.14,2018-06-24 00:00:00.000000
200510,10795,1,2,4532.46,2020-03-26 00:00:00.000000
200513,10997,3,2,76110.76,2020-08-31 00:00:00.000000
201562,11095,5,1,25998.69,2018-08-08 00:00:00.000000
201637,10091,4,1,9103.9,2018-10-01 00:00:00.000000
201501,11003,3,1,81538.08,2020-03-25 00:00:00.000000
200775,10848,3,2,988.89,2018-04-19 00:00:00.000000
201420,10471,4,1,996.08,2018-02-22 00:00:00.000000
201205,10538,5,1,12062.53,2020-01-30 00:00:00.000000
201288,10202,5,1,19110.41,2019-08-14 00:00:00.000000
200833,10832,2,1,94714.26,2021-05-25 00:00:00.000000
201574,10374,5,1,65937.47,2019-02-13 00:00:00.000000
201480,11000,1,1,90293.79,2020-05-21 00:00:00.000000
200825,10244,5,1,88003.78,2018-03-23 00:00:00.000000
200682,10773,5,1,22744.42,2019-07-17 00:00:00.000000
200298,10278,2,1,57916.55,2018-03-04 00:00:00.000000
200224,10662,2,1,93915.37,2026-06-15 15:01:42.900415
201102,10430,5,1,98536.94,2018-11-19 00:00:00.000000
200540,10270,3,1,67333.11,2019-11-09 00:00:00.000000
200409,10952,2,1,52437.73,2019-12-05 00:00:00.000000
200049,10716,3,2,97056.5,2018-10-30 00:00:00.000000
200456,10842,3,2,40616.96,2021-01-08 00:00:00.000000
201278,10608,1,1,297.26,
200598,10687,5,1,16337.78,2021-02-20 00:00:00.000000
200670,10726,2,1,49866.12,2019-02-15 00:00:00.000000
200223,10357,1,2,8616.26,2020-02-16 00:00:00.000000
201645,10056,5,2,67221.71,2020-04-14 00:00:00.000000
201286,10224,1,3,98752.9,2018-06-16 00:00:00.000000
200475,10545,4,1,95560.61,2020-05-19 00:00:00.000000
200846,10855,2,2,81624.65,2018-12-27 00:00:00.000000
201135,10115,2,1,87109.52,2020-02-02 00:00:00.000000
200783,10493,3,1,25552.59,2021-09-16 00:00:00.000000
200603,10797,4,1,78968.31,2019-05-03 00:00:00.000000
200047,10656,5,1,87103.24,2021-05-25 00:00:00.000000
200315,10574,2,1,20955.84,2020-12-07 00:00:00.000000
200247,10236,3,1,52971.73,2018-06-19 00:00:00.000000
200954,10893,3,1,56851.42,2019-09-25 00:00:00.000000
201210,10218,5,2,7138.31,2019-06-11 00:00:00.000000
200068,10369,5,3,45217.07,2020-09-18 00:00:00.000000
201347,10649,1,1,33515.77,2018-02-12 00:00:00.000000
201267,10399,2,1,91798.81,2018-11-09 00:00:00.000000
200060,10494,4,1,5113.53,2019-05-23 00:00:00.000000
201296,11058,5,2,7370.12,2018-09-13 00:00:00.000000
200013,10704,3,3,84904.63,2019-12-10 00:00:00.000000
200710,10143,2,2,74801.11,2020-07-13 00:00:00.000000
201159,10867,3,1,61114.59,2020-06-04 00:00:00.000000
201274,10458,1,2,2700.81,2021-01-23 00:00:00.000000
201139,11038,2,1,47313.93,2019-01-05 00:00:00.000000
200792,10719,2,1,72900.62,2018-09-28 00:00:00.000000
200033,11027,5,2,6284.54,2018-06-26 00:00:00.000000
200882,10107,3,1,87535.78,2021-01-06 00:00:00.000000
201416,10783,2,3,69925.49,2019-12-03 00:00:00.000000
200275,10669,1,2,27422.79,2018-12-20 00:00:00.000000
200058,10079,4,1,84232.06,2019-05-25 00:00:00.000000
200966,10843,5,1,27860.05,2018-06-29 00:00:00.000000
201539,10254,3,1,76819.46,2019-06-17 00:00:00.000000
200878,10687,3,2,58649.9,2026-03-16 15:01:42.900415
200265,10634,5,1,97161.64,2019-01-23 00:00:00.000000
200215,10925,5,1,93508.87,2021-02-21 00:00:00.000000
200536,10976,4,1,1991.63,2018-07-07 00:00:00.000000
201602,10357,2,3,19241.05,2019-04-27 00:00:00.000000
200132,10956,2,1,76952.07,2020-06-28 00:00:00.000000
201206,10349,3,1,70501.6,2020-11-04 00:00:00.000000
200542,10817,4,1,40479.35,2021-05-11 00:00:00.000000
200186,10686,2,1,75229.57,2021-09-13 00:00:00.000000
200037,10727,1,1,40414.75,2018-02-15 00:00:00.000000
201318,10055,3,3,46463.91,2018-08-09 00:00:00.000000
200755,10529,4,1,65092.89,2018-04-14 00:00:00.000000
201057,10287,2,1,80862.99,2018-08-16 00:00:00.000000
200809,10681,5,1,80735.96,2022-01-26 00:00:00.000000
